case_id,task_id,task_name,trial,episode_seed,initial_state_index,initial_state_sha256,episode_id,episode_success,num_policy_queries,all_query_mismatches,all_query_mismatch_rate,eligible_queries,eligible_mismatches,eligible_mismatch_rate
libero90-task66-trial2,66,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_right_plate,2,207,15,b07a60ac0c78cf818e639dfbaf45e279ed67bd71bbc202d06b8b36375ea1d689,libero_90-task66-episode2-seed207,true,11,1,0.09090909,10,0,0.00000000
libero90-task67-trial0,67,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate,0,208,13,db130fc06dc07edcd3115210807738b3163795a3dcf603aa1716a944b0a8dbf6,libero_90-task67-episode0-seed208,true,9,0,0.00000000,9,0,0.00000000
libero90-task67-trial1,67,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate,1,209,14,1260c78bfba7db609e84731cef2be8dba8a0d470e80952b45a2c937bdaaf5303,libero_90-task67-episode1-seed209,true,9,2,0.22222222,8,1,0.12500000
libero90-task67-trial2,67,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate,2,210,15,57bd31958597e1226688a72ae7495bc47a78f536c12c78eea0bc8297fc3d705d,libero_90-task67-episode2-seed210,true,8,0,0.00000000,8,0,0.00000000
libero90-task68-trial0,68,LIVING_ROOM_SCENE5_put_the_yellow_and_white_mug_on_the_right_plate,0,211,13,d777446de7fedbd91bae0375fac1888488658d6cf5915c634dac768b3b702c25,libero_90-task68-episode0-seed211,true,9,1,0.11111111,9,1,0.11111111
libero90-task68-trial1,68,LIVING_ROOM_SCENE5_put_the_yellow_and_white_mug_on_the_right_plate,1,212,14,69d66be4b6f59fe1f08962ec8ac5945ad26d162fd2224ca8c9131cc107adb07d,libero_90-task68-episode1-seed212,true,8,0,0.00000000,8,0,0.00000000
libero90-task68-trial2,68,LIVING_ROOM_SCENE5_put_the_yellow_and_white_mug_on_the_right_plate,2,213,15,95c225911d34174bf5fcf25593d1368f7a2bf72f5625ba170d75981d92b4dea6,libero_90-task68-episode2-seed213,true,8,1,0.12500000,7,0,0.00000000
libero90-task69-trial0,69,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_left_of_the_plate,0,214,13,a02b910cef79982b39ba8607204728600e0fe51bb9e23e0606decffee2379961,libero_90-task69-episode0-seed214,true,11,1,0.09090909,10,0,0.00000000
libero90-task69-trial1,69,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_left_of_the_plate,1,215,14,c97ad5486bbfcf4220da98be30c09d18ad204f2762341b593d440b9e448ebb21,libero_90-task69-episode1-seed215,true,10,0,0.00000000,10,0,0.00000000
libero90-task69-trial2,69,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_left_of_the_plate,2,216,15,fe40ffd8501269da1690ff89e39f67bf32eed77eca33ca34574238eaab0cd97d,libero_90-task69-episode2-seed216,true,10,1,0.10000000,9,0,0.00000000
libero90-task70-trial0,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,0,217,13,c0d667206143980829b7a0ee09c4eb4114b6c834e14376028fe8d536415628f5,libero_90-task70-episode0-seed217,true,9,1,0.11111111,9,1,0.11111111
libero90-task70-trial1,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,1,218,14,78a512fc6e30b450e889a4486844d1230de4e0b7e96b2d23a4e8671d743c69ca,libero_90-task70-episode1-seed218,true,8,0,0.00000000,8,0,0.00000000
libero90-task70-trial2,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,2,219,15,4bce883b5ca614e5826ea33f9af1419a8745d22547ec1d856daaf2c4d66a4d7e,libero_90-task70-episode2-seed219,true,9,1,0.11111111,9,1,0.11111111
libero90-task71-trial0,71,LIVING_ROOM_SCENE6_put_the_red_mug_on_the_plate,0,220,13,9d2be7004bbc15714a9ca75fbe8e3ceb50a92abf995821e765d5b1441de3dcf0,libero_90-task71-episode0-seed220,true,11,0,0.00000000,11,0,0.00000000
libero90-task71-trial1,71,LIVING_ROOM_SCENE6_put_the_red_mug_on_the_plate,1,221,14,b5b4dfd963364b815af9d420f24cac81f949b96458aae1263b6e877925ed2dc8,libero_90-task71-episode1-seed221,false,40,19,0.47500000,38,17,0.44736842
libero90-task71-trial2,71,LIVING_ROOM_SCENE6_put_the_red_mug_on_the_plate,2,222,15,6345a17ff807e213215a88fc9ee31d93bb602006b4f54a18585de5a2a382c4e6,libero_90-task71-episode2-seed222,true,10,1,0.10000000,10,1,0.10000000
libero90-task72-trial0,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,0,223,13,52c9bc9bff5db9471f931475f1cd56ec3162d70ddda5475f9283fcd4270a1bfd,libero_90-task72-episode0-seed223,true,14,1,0.07142857,13,0,0.00000000
libero90-task72-trial1,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,1,224,14,ab3bc3ede586ba1043f4276c94a5a7be84a39f1f75b6e709644dc925d49ad9d1,libero_90-task72-episode1-seed224,false,40,2,0.05000000,40,2,0.05000000
libero90-task72-trial2,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,2,225,15,635f8b3c04dd042f83fce0bcc86c1cc0bd767dc238abd0a46159d3f2703f5acb,libero_90-task72-episode2-seed225,false,40,8,0.20000000,38,6,0.15789474
libero90-task73-trial0,73,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,0,226,13,9ce2c3fdea1cf253a8f3f6e8f79a2b9b22d4d790371178d6ca26b9009658e80d,libero_90-task73-episode0-seed226,true,29,2,0.06896552,29,2,0.06896552
libero90-task73-trial1,73,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,1,227,14,a41e4789da4a53fc7bb0dad2b1b8295fa9b02544afd766a0b7543b2cf8285caf,libero_90-task73-episode1-seed227,true,15,1,0.06666667,14,0,0.00000000
libero90-task73-trial2,73,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,2,228,15,3466feaa7ff8217419867414bd8e820d801d1154ef09e87ff42fa7c895ec6bed,libero_90-task73-episode2-seed228,true,18,2,0.11111111,18,2,0.11111111
libero90-task74-trial0,74,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,0,229,13,33fa049492599b1e3e1e80df5fd5c42d07b7b2c9e93581e23f3e9ca74b4ae709,libero_90-task74-episode0-seed229,true,15,0,0.00000000,15,0,0.00000000
libero90-task74-trial1,74,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,1,230,14,9e15b0997773c1df34ba7dfe98965c56feb70139ac0413e79d1c2130160b8070,libero_90-task74-episode1-seed230,true,14,0,0.00000000,14,0,0.00000000
libero90-task74-trial2,74,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,2,231,15,9f606caa7df92042779a80f1169bb3781cf0004916c1581181d4c34527eca58c,libero_90-task74-episode2-seed231,true,16,1,0.06250000,16,1,0.06250000
libero90-task75-trial0,75,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,0,232,13,4f44d9e83c01f8d6eec529fec0bc9e1769e9130f95c9e09fd1d3333f89dd22b6,libero_90-task75-episode0-seed232,false,40,0,0.00000000,40,0,0.00000000
libero90-task75-trial1,75,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,1,233,14,22702ddf395e6022fd97b6487f9d20573a5cdd8d95ce7b414083d47c1445b68c,libero_90-task75-episode1-seed233,true,17,0,0.00000000,17,0,0.00000000
libero90-task75-trial2,75,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,2,234,15,eee755d02c5a9cc25a05c32e8d97d512f1d5e8f3461e5a8318a4375f667a3a06,libero_90-task75-episode2-seed234,false,40,2,0.05000000,40,2,0.05000000
libero90-task76-trial0,76,STUDY_SCENE1_pick_up_the_yellow_and_white_mug_and_place_it_to_the_right_of_the_caddy,0,235,13,5f8337b83e6deda200bab1c62b09903c716a9587fc4e7afb6da72569ae8ee276,libero_90-task76-episode0-seed235,true,13,1,0.07692308,13,1,0.07692308
libero90-task76-trial1,76,STUDY_SCENE1_pick_up_the_yellow_and_white_mug_and_place_it_to_the_right_of_the_caddy,1,236,14,15bea6351abb703fdbedace1ddf199d5ad4a4a75b4a4b32db510c1b2e193935a,libero_90-task76-episode1-seed236,true,14,1,0.07142857,14,1,0.07142857
libero90-task76-trial2,76,STUDY_SCENE1_pick_up_the_yellow_and_white_mug_and_place_it_to_the_right_of_the_caddy,2,237,15,06783ea8b0762ff9a5aaac6f683eff46dcbe79d2bc6198bb3613905f7b403879,libero_90-task76-episode2-seed237,true,12,1,0.08333333,12,1,0.08333333
libero90-task77-trial0,77,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,238,13,4cfdf80a541ab752f550892363c5e2530b6989efd71e3f023f0e5657c9216d5c,libero_90-task77-episode0-seed238,true,13,0,0.00000000,13,0,0.00000000
libero90-task77-trial1,77,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,1,239,14,d7dfe17b73f65c0049fb1d99bd9e8480c19f190b7f066cbe8403e831e48f9303,libero_90-task77-episode1-seed239,true,13,1,0.07692308,12,0,0.00000000
libero90-task77-trial2,77,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,2,240,15,3fcd5fa9e138d61c576fae8bf48791256d87937fae50d49ea17f2cca586e8e24,libero_90-task77-episode2-seed240,true,12,0,0.00000000,12,0,0.00000000
libero90-task78-trial0,78,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,0,241,13,de3a03a8dfc90f0f00c0798f695d14ed03415c4efe50d9693cb49802d8bb9f9b,libero_90-task78-episode0-seed241,true,13,1,0.07692308,12,0,0.00000000
libero90-task78-trial1,78,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,1,242,14,d8691bb63fe0f0e78979be370c72c1df1268e5db3a985230ddd4c2e942f3e3ad,libero_90-task78-episode1-seed242,true,15,1,0.06666667,14,0,0.00000000
libero90-task78-trial2,78,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,2,243,15,5c18aec98cea8fdd543e56f5280b1461d94285d3839da683143f0f9525401a36,libero_90-task78-episode2-seed243,false,40,2,0.05000000,39,1,0.02564103
libero90-task79-trial0,79,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,0,244,13,152db94bba6cf08f66f0f83fff807250e2e55baf6eb4c00ac8fa73ff769487bc,libero_90-task79-episode0-seed244,true,11,0,0.00000000,11,0,0.00000000
libero90-task79-trial1,79,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,1,245,14,5d0934d23ec2e7f85c98adba816986fb7a8935407abaca8844f7e0a8bf7b284d,libero_90-task79-episode1-seed245,true,13,0,0.00000000,13,0,0.00000000
libero90-task79-trial2,79,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,2,246,15,e3155e1d9ddd87f5a95ac394d604aa3fcadac4e310abb8eb67247cd6d712446d,libero_90-task79-episode2-seed246,true,12,0,0.00000000,12,0,0.00000000
libero90-task80-trial0,80,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,0,247,13,052c515dbda60f03464361994d858b075ac06cd4cde33dc1c6a21270207a28db,libero_90-task80-episode0-seed247,true,13,2,0.15384615,13,2,0.15384615
libero90-task80-trial1,80,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,1,248,14,38e91bffdc9dc8ff4ff9012e72e53cfb90ad5fe8bffa1558cb39b9433ea96322,libero_90-task80-episode1-seed248,true,12,0,0.00000000,12,0,0.00000000
libero90-task80-trial2,80,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,2,249,15,2a8f574a203e84d67a9875e14a84b66c1115b61afeab5ea4ebe05420e12de229,libero_90-task80-episode2-seed249,true,13,1,0.07692308,12,0,0.00000000
libero90-task81-trial0,81,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,0,250,13,5708b55695b97189b8713c450982b19f7d9110ef08fe2e7a003d7ebbdc3bf572,libero_90-task81-episode0-seed250,true,17,0,0.00000000,17,0,0.00000000
libero90-task81-trial1,81,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,1,251,14,a9bc28ac77971b2a9b70dbca3a5119f61997b1d4854c931eac28eeacba7092f5,libero_90-task81-episode1-seed251,true,20,1,0.05000000,19,0,0.00000000
libero90-task81-trial2,81,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,2,252,15,9d66abbb691865da9919552fcfaa55e44c7de72ac1d310b8dc66a34659f0435b,libero_90-task81-episode2-seed252,true,20,1,0.05000000,19,0,0.00000000
libero90-task82-trial0,82,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,0,253,13,4ae7aa601b9e13aa791901cc9a9123e62834181c79927f880c165fe94e9bb3bc,libero_90-task82-episode0-seed253,true,11,0,0.00000000,11,0,0.00000000
libero90-task82-trial1,82,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,1,254,14,116eacb734d0e7f5800762b04fc6bb880d8ea1e487f9a96c9fc29bcc917bbceb,libero_90-task82-episode1-seed254,true,14,0,0.00000000,14,0,0.00000000
libero90-task82-trial2,82,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,2,255,15,1d8fccddb57fa08c3560695b21be856ac22cd64db4cf7e88436eeec6373e7847,libero_90-task82-episode2-seed255,true,13,0,0.00000000,13,0,0.00000000
libero90-task83-trial0,83,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,0,256,13,fcba25b965cdc5326ae554cc9871eef14c06fb1839171bd0e77f4f650946c86a,libero_90-task83-episode0-seed256,false,40,0,0.00000000,40,0,0.00000000
libero90-task83-trial1,83,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,1,257,14,7f4e107a7994afc8386d26917dce577a07649acc7570ee0314cd1d0531969ef1,libero_90-task83-episode1-seed257,false,40,4,0.10000000,40,4,0.10000000
libero90-task83-trial2,83,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,2,258,15,abc059212ee368a651094e6b0066399d6014bbce5cf29701adee905d43dc82b8,libero_90-task83-episode2-seed258,true,13,0,0.00000000,13,0,0.00000000
libero90-task84-trial0,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,0,259,13,97290676bffa8561d259f805ded1cf88c09fb105f43a616009c1df413b1a53bc,libero_90-task84-episode0-seed259,true,12,1,0.08333333,12,1,0.08333333
libero90-task84-trial1,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,1,260,14,15b46f8039faaf3656134f027ce24d07486ec1a115e6142c289d1b82d3802cf2,libero_90-task84-episode1-seed260,true,12,1,0.08333333,11,0,0.00000000
libero90-task84-trial2,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,2,261,15,1049e9860b531f7d96e64fb99c01fd12597ad41e5d63cb85c2700359e6f6b0c3,libero_90-task84-episode2-seed261,true,29,3,0.10344828,29,3,0.10344828
libero90-task85-trial0,85,STUDY_SCENE3_pick_up_the_white_mug_and_place_it_to_the_right_of_the_caddy,0,262,13,5c83a3236e9a304b4149c07dc954d78b16b3c2b5d19d23b775d554213919a9f1,libero_90-task85-episode0-seed262,true,9,2,0.22222222,9,2,0.22222222
libero90-task85-trial1,85,STUDY_SCENE3_pick_up_the_white_mug_and_place_it_to_the_right_of_the_caddy,1,263,14,2a3ece61f56f2835d4c5e33dc05cf01d51aed990e85f67b09e062477b365c90f,libero_90-task85-episode1-seed263,true,11,2,0.18181818,10,1,0.10000000
libero90-task85-trial2,85,STUDY_SCENE3_pick_up_the_white_mug_and_place_it_to_the_right_of_the_caddy,2,264,15,569eed58e19330e42c4af755b1ed3e13203f2489907c2e36d8a123dbceea46ae,libero_90-task85-episode2-seed264,true,10,1,0.10000000,9,0,0.00000000
libero90-task86-trial0,86,STUDY_SCENE4_pick_up_the_book_in_the_middle_and_place_it_on_the_cabinet_shelf,0,265,13,d9217f159566ee1efd83b20bc045f5ab8f1985c305f9a34db802f62224af905c,libero_90-task86-episode0-seed265,true,15,0,0.00000000,15,0,0.00000000
libero90-task86-trial1,86,STUDY_SCENE4_pick_up_the_book_in_the_middle_and_place_it_on_the_cabinet_shelf,1,266,14,aab4e2fc615b695673afbb1e7eb341df1f98d905e88f501f022762825e3ed52f,libero_90-task86-episode1-seed266,true,16,1,0.06250000,16,1,0.06250000
libero90-task86-trial2,86,STUDY_SCENE4_pick_up_the_book_in_the_middle_and_place_it_on_the_cabinet_shelf,2,267,15,236232e1775a8436bc10c40bde0604304d4f1200cf1a7977683c1d290210a978,libero_90-task86-episode2-seed267,false,40,4,0.10000000,39,3,0.07692308
libero90-task87-trial0,87,STUDY_SCENE4_pick_up_the_book_on_the_left_and_place_it_on_top_of_the_shelf,0,268,13,b7bbd8f978206de1e23ff3a5a0eb33d25f00f70c31f8d958da467ae08a9aaa2e,libero_90-task87-episode0-seed268,true,16,2,0.12500000,16,2,0.12500000
libero90-task87-trial1,87,STUDY_SCENE4_pick_up_the_book_on_the_left_and_place_it_on_top_of_the_shelf,1,269,14,d015501c0ac95d0a1e886a867d8bbd43030c0220209cfae4943aa7931e4cf0e0,libero_90-task87-episode1-seed269,true,14,1,0.07142857,14,1,0.07142857
libero90-task87-trial2,87,STUDY_SCENE4_pick_up_the_book_on_the_left_and_place_it_on_top_of_the_shelf,2,270,15,d0d822e6c4994b1ea3fc1f046af0005ba1dd86983bc1bd664c3a11a4dbc5cc9e,libero_90-task87-episode2-seed270,true,15,1,0.06666667,14,0,0.00000000
libero90-task88-trial0,88,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_on_the_cabinet_shelf,0,271,13,1b28356e0b4d2969c629b9acb0bf893873734ba37581edf1246b0166f81d7331,libero_90-task88-episode0-seed271,true,10,0,0.00000000,10,0,0.00000000
libero90-task88-trial1,88,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_on_the_cabinet_shelf,1,272,14,90bf3b8d0922e725d6329622c98f30940530d90cffbf64c5c05685f311c739f2,libero_90-task88-episode1-seed272,true,12,1,0.08333333,12,1,0.08333333
libero90-task88-trial2,88,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_on_the_cabinet_shelf,2,273,15,c0ff302b5408d8019b11d9c67b060d9994416917c10f5fcde6f7f9b42e9b5da9,libero_90-task88-episode2-seed273,true,10,1,0.10000000,10,1,0.10000000
libero90-task89-trial0,89,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_under_the_cabinet_shelf,0,274,13,32d5f6ce69b7abbbae36ac0617ab1a7e3c31b614ee28d3e6ea514cc1a1592954,libero_90-task89-episode0-seed274,true,10,1,0.10000000,9,0,0.00000000
libero90-task89-trial1,89,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_under_the_cabinet_shelf,1,275,14,8554c45f4a9c1d4f34ff2fc3d06e9bbea8382b30fec581a6011929a7c3f7e931,libero_90-task89-episode1-seed275,true,9,0,0.00000000,9,0,0.00000000
libero90-task89-trial2,89,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_under_the_cabinet_shelf,2,276,15,efc4119a25a946daa2270e9eeb5d4d1e5cd062038961ca1d45bbe7f15bf6bca8,libero_90-task89-episode2-seed276,true,12,0,0.00000000,12,0,0.00000000
